,loss,accuracy,val_loss,val_accuracy,lr
1,0.13356800377368927,0.9551791548728943,0.10526419430971146,0.9717881679534912,0.001
2,0.09479044377803802,0.9669790863990784,0.11493269354104996,0.9657118320465088,0.001
3,0.085133396089077,0.971023440361023,0.0747973620891571,0.9774305820465088,0.001
4,0.07826931029558182,0.9720226526260376,0.06604893505573273,0.9778645634651184,0.001
5,0.0811852365732193,0.9721654057502747,0.07726722210645676,0.9761284589767456,0.001
6,0.07483530044555664,0.9740210175514221,0.08980991691350937,0.9791666865348816,0.001
7,0.060833919793367386,0.9784935712814331,0.06212111935019493,0.9809027910232544,0.0005
8,0.05489557608962059,0.980254054069519,0.05893570929765701,0.9826388955116272,0.0005
9,0.05218964442610741,0.9807774424552917,0.06799465417861938,0.9813368320465088,0.0005
10,0.04750402644276619,0.9823000431060791,0.07401882112026215,0.9809027910232544,0.0005
11,0.03984489291906357,0.985345184803009,0.07100579887628555,0.984375,0.00025
12,0.036176033318042755,0.9870105385780334,0.06334911286830902,0.9848090410232544,0.00025
13,0.031254589557647705,0.9884855151176453,0.06228151544928551,0.984375,0.000125
14,0.028909815475344658,0.9887710213661194,0.06612030416727066,0.9817708134651184,0.000125
15,0.024728696793317795,0.9913403391838074,0.06654725968837738,0.9856770634651184,6.25e-05
